show_id,title,year released,certificate,duration_min,genre,rating,description,stars,votes
S1411,Video Games: The Movie,2014,Not Rated,101,Documentary,6.1,"Learn how video games are made, marketed, and consumed by looking back at gaming history and culture through the eyes of game developers, publishers, and consumers.","['Jeremy Snead', '| ', '    Stars:', 'Sean Astin, ', 'Al Alcorn, ', 'Peter Armstrong, ', 'Cliff Bleszinski']","5,510"
S1412,Trailer Park Boys: Don't Legalize It,2014,TV-14,95,Comedy,7.3,"After his latest money-making plan fails, Julian concocts his greatest scheme ever -- which involves doing business with his archenemy, Cyrus.","['Mike Clattenburg', '| ', '    Stars:', 'John Paul Tremblay, ', 'Robb Wells, ', 'Mike Smith, ', 'John Dunsworth']","4,763"
S1413,The 100,2014,TV-14,41,Drama,7.6,Clarke and her friends attempt to rebuild Sanctum as a new threat rises in the woods.,"['Ed Fraiman', '| ', '    Stars:', 'Eliza Taylor, ', 'Bob Morley, ', 'Marie Avgeropoulos, ', 'Lindsey Morgan']","2,600"
S1414,The Barkley Marathons: The Race That Eats Its Young,2014,Not Rated,89,Documentary,7.7,"A famous prison escape sparks the idea for a cult-like race that has seen only 10 finishers in its first 25 years. This award-winning, oddly inspiring, and wildly funny documentary reveals the sports world's most guarded secret.","['Annika Iltis, ', 'Timothy James Kane', '| ', '    Star:', 'Lazarus Lake']","5,281"
S1415,Mini Force: The Beginning,2014,TV-Y7,20,Animation,4.7,Four animal superheroes called the miniforce transform into robots to protect small and defenceless creatures from the hands of scheming villains.,"['Um Sang-Hyun, ', 'Jeon Tae-Yeol, ', 'Soyoung Lee, ', 'Sin Yong-woo']",62
S1416,The Gospel of John,2014,Unrated,160,Drama,7.7,"The life and toils of Jesus Christ, depicted as written in the gospel of John. Narrated in English, following the New International Version of the scripture, while the actors speak in Aramaic.","['David Batty', '| ', '    Stars:', 'David Harewood, ', 'Selva Rasalingam, ', 'Mourad Zaoui, ', ""El Mahmoudi M'Barek""]",928
S1417,Adult Beginners,2014,R,92,Action,5.6,A bankrupt businessman tries to restore good relations with his sister and her family.,"['Ross Katz', '| ', '    Stars:', 'Nick Kroll, ', 'Rose Byrne, ', 'Bobby Cannavale, ', 'Joel McHale']","8,540"
S1418,Madam Secretary,2014,TV-PG,45,Drama,7.7,A political drama which looks into the life of the Secretary of State as she tries to balance work with family.,"['Téa Leoni, ', 'Tim Daly, ', 'Erich Bergen, ', 'Zeljko Ivanek']","23,203"
S1419,Unfreedom,2014,Not Rated,102,Crime,5,A lesbian daughter fights off an arranged marriage in India while a religious fundamentalist targets an anti-extremist scholar in New York.,"['Raj Amit Kumar', '| ', '    Stars:', 'Victor Banerjee, ', 'Adil Hussain, ', 'Bhanu Uday, ', 'Preeti Gupta']","1,962"
S1420,Black Sails,2014,TV-MA,56,Action,8.2,"Follows Captain Flint and his pirates twenty years prior to Robert Louis Stevenson's classic novel ""Treasure Island.""","['Jessica Parker Kennedy, ', 'Toby Stephens, ', 'Hannah New, ', 'Zach McGowan']","104,342"
S1421,The Reconstruction of William Zero,2014,Not Rated,98,Drama,5.4,"A geneticist wakes up from an accident with only fragments of his memory is forced to relearn who he is via his twin brother. But as he digs deeper, he discovers he might not be who he thought at all.","['Dan Bush', '| ', '    Stars:', 'Conal Byrne, ', 'Amy Seimetz, ', 'Scott Poythress, ', 'Lake Roberts']","1,188"
S1422,K-9 Adventures: Legend of the Lost Gold,2014,Not Rated,90,Adventure,5.2,"When Kassie and her friends stumble across an old, broken pocket watch they begin an unexpected journey to unlock the secret of the legendary Garrison Gold. They'll have to solve riddles ...                See full summary »","['Stephen Shimek', '| ', '    Stars:', 'Luke Perry, ', 'Brooke Langton, ', 'Ariana Bagley, ', 'Bob Clendenin']",210
S1423,How to Get Away with Murder,2014,TV-14,43,Crime,8.1,A group of ambitious law students and their brilliant criminal defense professor become involved in a twisted murder plot that promises to change the course of their lives.,"['Viola Davis, ', 'Billy Brown, ', 'Jack Falahee, ', 'Aja Naomi King']","150,319"
S1424,Gone Girl,2014,R,149,Drama,8.1,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","['David Fincher', '| ', '    Stars:', 'Ben Affleck, ', 'Rosamund Pike, ', 'Neil Patrick Harris, ', 'Tyler Perry']","971,322"
S1425,Gotham,2014,TV-14,42,Action,7.8,The story behind Detective James Gordon's rise to prominence in Gotham City in the years before Batman's arrival.,"['Ben McKenzie, ', 'Jada Pinkett Smith, ', 'Donal Logue, ', 'Camren Bicondova']","229,301"
S1426,"Fat, Sick & Nearly Dead 2",2014,Not Rated,88,Documentary,6.4,Joe Cross examines how to make healthy habits last. Joe meets with experts who present realistic solutions to make long-term sustainable improvements to eating behaviors and overall health.,"['Kurt Engfehr', '| ', '    Stars:', 'Joe Cross, ', 'Bjarke de Koning, ', 'Carrie Diulus, ', 'Sheila Kar']","1,658"
S1427,Monty Python Live (Mostly),2014,Not Rated,162,Documentary,7.6,"The reunion of the Monty Python team on stage for the first time in over 30 years, and for the very last time ever.","['Eric Idle, ', 'Aubrey Powell', '| ', '    Stars:', 'John Cleese, ', 'Terry Gilliam, ', 'Eric Idle, ', 'Terry Jones']","2,634"
S1428,Devilish Charm,2014,Not Rated,78,Thriller,3.3,"When a cursed devil's charm' bracelet shows up at a sorority house on Valentine's Day, each girl tries to make a series of wishes, and each finds that unintended consequences are the primary purpose of Satan's sinister strategy.","['David DeCoteau', '| ', '    Stars:', 'Courtney Blythe Turk, ', 'Ryan Walker, ', 'R.J. Cantu, ', 'Jessica Morris']",153
S1429,The Flash,2014,TV-PG,42,Action,4.9,Barry and Iris plan a romantic dinner for Valentine's Day but their evening is interrupted by an old foe - Amunet; Frost gets into the holiday spirit and attempts to help Allegra reconnect with an old love.,"['Sudz Sutherland', '| ', '    Stars:', 'Grant Gustin, ', 'Candice Patton, ', 'Danielle Panabaker, ', 'Carlos Valdes']","2,124"
S1430,The 100,2014,TV-14,43,Drama,7.6,"Set 97 years after a nuclear war destroyed civilization, when a spaceship housing humanity's lone survivors sends 100 juvenile delinquents back to Earth, hoping to repopulate the planet.","['Eliza Taylor, ', 'Bob Morley, ', 'Marie Avgeropoulos, ', 'Isaiah Washington']","248,827"
S1431,Anatomy of a Love Seen,2014,Not Rated,80,Drama,4.7,"Two young actresses fall in love with each other while filming a lesbian love scene, then break up months later, and then are forced to reunite in order to re-shoot the love scene for the movie's distribution.","['Marina Rice Bader', '| ', '    Stars:', 'Sharon Hinnendael, ', 'Jill Evyn, ', 'Constance Brenneman, ', 'Marina Rice Bader']","2,620"
S1432,BoJack Horseman,2014,TV-MA,25,Animation,8.8,"BoJack Horseman was the star of the hit television show ""Horsin' Around"" in the '80s and '90s, but now he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.","['Will Arnett, ', 'Amy Sedaris, ', 'Alison Brie, ', 'Aaron Paul']","152,649"
S1433,The 100,2014,TV-14,41,Drama,7.7,"Murphy and Indra must defuse a tense situation. Meanwhile, old friends make new allegiances.","['Amyn Kaderali', '| ', '    Stars:', 'Eliza Taylor, ', 'Bob Morley, ', 'Marie Avgeropoulos, ', 'Lindsey Morgan']","1,855"
S1434,Virunga,2014,Not Rated,100,Documentary,8.2,A team of brave individuals risk their lives to protect the last mountain gorillas.,"['Orlando von Einsiedel', '| ', '    Stars:', 'André Bauma, ', 'Emmanuel de Merode, ', 'Mélanie Gouby, ', 'Rodrigue Mugaruka Katembo']","11,569"
S1435,The Flash,2014,TV-PG,43,Action,7.6,"After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the Flash, and fighting crime in Central City.","['Grant Gustin, ', 'Candice Patton, ', 'Danielle Panabaker, ', 'Carlos Valdes']","344,187"
S1436,Outlander,2014,TV-MA,60,Drama,8.4,An English combat nurse from 1945 is mysteriously swept back in time to 1743.,"['Caitríona Balfe, ', 'Sam Heughan, ', 'Sophie Skelton, ', 'Richard Rankin']","158,271"
S1437,Fargo,2014,TV-MA,53,Crime,8.9,"Various chronicles of deception, intrigue and murder in and around frozen Minnesota. Yet all of these tales mysteriously lead back one way or another to Fargo, North Dakota.","['Billy Bob Thornton, ', 'Martin Freeman, ', 'Allison Tolman, ', 'Colin Hanks']","369,918"
S1438,Monty Python: The Meaning of Live,2014,Not Rated,90,Documentary,7.6,"Uniquely intimate documentary following the stars of Monty Python as they reunite for a final time to stage a marathon ten shows of Monty Python Live (mostly) - One Down Five to Go at The O2, London in July 2014.","['Roger Graef, ', 'James Rogan', '| ', '    Stars:', 'Eric Idle, ', 'Terry Gilliam, ', 'John Cleese, ', 'Michael Palin']",618
S1439,Bill Burr: I'm Sorry You Feel That Way,2014,TV-MA,80,Comedy,8.2,Comedian Bill Burr's 2014 stand-up comedy special.,"['Jay Karas', '| ', '    Star:', 'Bill Burr']","8,296"
S1440,Ungli,2014,Not Rated,114,Crime,5.8,A gang of friends decide to take justice into their own hands.,"[""Renzil D'Silva"", '| ', '    Stars:', 'Sanjay Dutt, ', 'Emraan Hashmi, ', 'Kangana Ranaut, ', 'Randeep Hooda']","3,951"
S1441,Outlander,2014,TV-MA,60,Drama,8.4,An English combat nurse from 1945 is mysteriously swept back in time to 1743.,"['Caitríona Balfe, ', 'Sam Heughan, ', 'Sophie Skelton, ', 'Richard Rankin']","158,268"
S1442,The 100,2014,TV-14,42,Drama,8.1,"Sheidheda makes his move. Meanwhile, a Disciple goes rogue.","['Sherwin Shilati', '| ', '    Stars:', 'Eliza Taylor, ', 'Bob Morley, ', 'Marie Avgeropoulos, ', 'Lindsey Morgan']","1,878"
S1443,The 100,2014,TV-14,42,Drama,7.6,Where in the universe is Bellamy Blake?,"['Aprill Winney', '| ', '    Stars:', 'Eliza Taylor, ', 'Bob Morley, ', 'Marie Avgeropoulos, ', 'Lindsey Morgan']","1,954"
S1444,Swearnet: The Movie,2014,NC-17,112,Comedy,6,"Fed up with being censored in their post-Trailer Park Boys lives, the out of work stars/world-renowned 'swearists', Mike Smith, Robb Wells and John Paul Tremblay decide to start their own uncensored network on the internet.","['Warren P. Sonoda', '| ', '    Stars:', 'Mike Smith, ', 'Robb Wells, ', 'John Paul Tremblay, ', 'Patrick Roach']","2,833"
S1445,The 100,2014,TV-14,41,Drama,9,Clarke confronts a new adversary. A surprising connection takes us back to the past and the nuclear apocalypse that destroyed the Earth.,"['Ed Fraiman', '| ', '    Stars:', 'Eliza Taylor, ', 'Bob Morley, ', 'Marie Avgeropoulos, ', 'Lindsey Morgan']","3,610"
S1446,Scorpion,2014,TV-14,43,Action,7,An eccentric genius forms an international network of super-geniuses to act as the last line of defense against the complicated threats of the modern world.,"['Elyes Gabel, ', 'Katharine McPhee, ', 'Eddie Kaye Thomas, ', 'Jadyn Wong']","53,803"
S1447,The Case Against 8,2014,TV-14,109,Documentary,7.4,"A behind-the-scenes look inside the case to overturn California's ban on same-sex marriage. Shot over five years, the film follows the unlikely team that took the first federal marriage equality lawsuit to the U.S. Supreme Court.","['Ben Cotner, ', 'Ryan White', '| ', '    Stars:', 'Ted Olson, ', 'Christopher D. Dusseault, ', 'Jeffrey J. Zarrillo, ', 'Paul T. Katami']","1,108"
S1448,Darr @ the Mall,2014,Not Rated,124,Horror,4.8,"During the inaugural party of one of the largest malls in Asia, a newly recruited security guard must work to stop a supernatural threat.","['Pawan Kripalani', '| ', '    Stars:', 'Jimmy Shergill, ', 'Nushrratt Bharuccha, ', 'Arif Zakaria, ', 'Vikram Raj Bhardwaj']",991
