show_id,title,year released,certificate,duration_min,genre,rating,description,stars,votes
S2592,The Breadwinner,2017,PG-13,94,Animation,7.7,"In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family.","['Nora Twomey', '| ', '    Stars:', 'Saara Chaudry, ', 'Soma Chhaya, ', 'Noorin Gulamgaus, ', 'Laara Sadiq']","25,472"
S2593,Dynasty,2017,TV-14,42,Drama,7.2,Follows two of America's wealthiest families as they feud for control over their fortune and their children.,"['Elizabeth Gillies, ', 'Rafael de la Fuente, ', 'Robert Christopher Riley, ', 'Sam Adegoke']","22,045"
S2594,Maria Bamford: Old Baby,2017,TV-MA,64,Documentary,6.2,"Maria Bamford performs a rapid-fire, playful stand-up set for crowds at park benches, bowling alleys and LA theaters in this roving comedy special.","['Jessica Yu', '| ', '    Stars:', 'Maria Bamford, ', 'River Butcher, ', 'Alex Blue Davis, ', 'Melinda Hill']",953
S2595,Rebecka Martinsson,2017,Not Rated,45,Crime,7.1,When a childhood friend suddenly dies Rebecka Martinsson returns home to the north of Kiruna. But not everything is what it seems.,"['Eva Melander, ', 'Jakob Öhrman, ', 'Ardalan Esmaili, ', 'Thomas Oredsson']","2,835"
S2596,The Saint,2017,Not Rated,91,Action,4.9,"International master thief, Simon Templar, also known as The Saint, is tasked to find a man's kidnapped daughter. In addition to evading the authorities, Simon must face a dangerous adversary from his past.","['Ernie Barbarash', '| ', '    Stars:', 'Adam Rayner, ', 'Eliza Dushku, ', 'Ian Ogilvy, ', 'James Remar']","6,786"
S2597,Anthony Joshua: The Road to Klitschko,2017,TV-14,59,Documentary,7.2,"Follows the IBF World Heavyweight champion over the course of two years as he prepares for the biggest fight of his career, how he rose to the pinnacle of his sport and how he relaxes away from the ring.","['Tim MacKenzie-Smith', '| ', '    Stars:', 'Noel Clarke, ', 'Anthony Joshua']",440
S2598,Day of the Dead: Bloodline,2017,R,90,Action,3.4,A small group of military personnel and survivalists dwell in an underground bunker as they seek to find a cure in a world overrun by zombies.,"['Hèctor Hernández Vicens', '| ', '    Stars:', 'Sophie Skelton, ', 'Johnathon Schaech, ', 'Jeff Gum, ', 'Marcus Vanco']","12,043"
S2599,Vir Das: Abroad Understanding,2017,TV-MA,65,Comedy,6.9,"Comedian Vir Das critics nationalism, globalism and bad politics in two performances in New York and New Delhi.","['Marcus Raboy', '| ', '    Star:', 'Vir Das']","1,723"
S2600,First They Killed My Father,2017,TV-MA,136,Biography,7.1,Cambodian author and human rights activist Loung Ung recounts the horrors she suffered as a child under the rule of the deadly Khmer Rouge.,"['Angelina Jolie', '| ', '    Stars:', 'Sareum Srey Moch, ', 'Phoeung Kompheak, ', 'Sveng Socheata, ', 'Mun Kimhak']","18,547"
S2601,Joe Mande's Award-Winning Comedy Special,2017,TV-MA,66,Documentary,6.1,Comedian Joe Mande performs an hour of stand up in the hope of winning the prestigious American Humour Award.,"['Daniel Gray Longino', '| ', '    Stars:', 'Joe Mande, ', 'Bo Burnham, ', 'Ron Funches, ', 'Blake Griffin']",521
S2602,Red Trees,2017,Not Rated,87,Documentary,6.3,Traces a family's journey as one of only twelve Jewish families to survive the Nazi occupation of Prague during World War II.,"['Marina Willer', '| ', '    Stars:', 'Alfred Willer, ', 'Tim Pigott-Smith, ', 'Flora Fanelli, ', 'Alfie Watson']",144
S2603,Mystery Science Theater 3000,2017,TV-14,90,Comedy,8.1,Kinga Forrester continues the B-movie watching experiments of her father and grandmother on a new test subject aboard the Satellite Of Love.,"['Felicia Day, ', 'Joel Hodgson, ', 'Patton Oswalt, ', 'Rebecca Hanson']","3,721"
S2604,Re: Mind,2017,TV-MA,30,Mystery,4.9,11 Japanese school girls awaken bound to the floor of a dining room and must discover why they are there and how they can escape.,"['Mirei Sasaki, ', 'Sarina Ushio, ', 'Mei Higashimura, ', 'Ayaka Takamoto']","1,635"
S2605,Cristela Alonzo: Lower Classy,2017,TV-MA,66,Comedy,6.6,She's no stranger to breaking glass ceilings. She's also not opposed to cleaning them.,"['Marcus Raboy', '| ', '    Star:', 'Cristela Alonzo']",920
S2606,Cloudy with a Chance of Meatballs,2017,TV-Y7,30,Animation,3.3,"Prequel to the 2009 film, with inventor boy Flint Lockwood and reporter girl Sam Sparks as best friends during high school.","['Mark Robert Edwards, ', 'Katie Griffin, ', 'Seán Cullen, ', 'David Berni']",774
S2607,Hinamatsuri,2018,TV-14,24,Animation,7.9,A vortex drops a being from another world into a yakuza's life - a life that's about to be greatly changed.,"['Yoshiki Nakajima, ', 'Brina Palencia, ', 'Jarrod Greene, ', 'Takako Tanaka']","2,027"
S2608,Cupcake & Dino: General Services,2018,TV-Y7,23,Animation,7.6,A cupcake and his dinosaur brother fight crime in order to make it to the General Services name.,"['Mark Forward, ', 'Joris Jarsky, ', 'Mark Little, ', 'Julie Lemieux']",749
S2609,All About the Washingtons,2018,TV-PG,25,Comedy,4.6,"The wife of a legendary rapper launches her own career, which puts his life into a tailspin.","['Joseph Simmons, ', 'Justine Simmons, ', 'Kiana Ledé, ', 'Nathan Anderson']",731
S2610,My Perfect Romance,2018,PG,91,Romance,4.6,"Robinson Tech is launching a new dating service, but when its CEO, Wes Robinson and tech developer, Vivian Blair are challenged on Live TV to test the service themselves, the algorithm shows some interesting results.","['Justin G. Dyck', '| ', '    Stars:', 'Lauren Holly, ', 'Jodie Sweetin, ', 'Morgan Fairchild, ', 'Christopher Russell']","3,096"
S2611,The Chanting Revisited,2018,TV-14,105,Comedy,4.6,Five youngsters discover that an antique mirror found in their orphanage is home to an evil ghost who kidnaps children and imprisons them inside it.,"['Rizal Mantovani', '| ', '    Stars:', 'Sandrinna Michelle, ', 'Aurélie Moeremans, ', 'Fero Walandouw, ', 'Nena Rosier']",693
S2612,Zombieland Saga,2018,TV-14,24,Animation,8.4,"One month after Franchouchou's show at the Arpino, the group's success plummets when their performance at the Ekimae Fudosan Stadium disastrously bombs, leaving the group in massive debt. ...                See full summary »","['Kaede Hondo, ', 'Asami Tano, ', 'Risa Taneda, ', 'Maki Kawase']",68
S2613,Darc,2018,TV-MA,97,Action,5.8,"To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza.","['Julius R. Nasso', '| ', '    Stars:', 'Tony Schiena, ', 'Armand Assante, ', 'Kippei Shîna, ', 'Shô Ikushima']","4,541"
S2614,The Bleeding Edge,2018,TV-14,99,Documentary,7.6,A look at the unforeseen consequences of advanced technological devices used in the medical field.,"['Kirby Dick', '| ', '    Stars:', 'Robert Bridges, ', 'Angie Firmalino, ', 'Rita Redberg, ', 'Stephen Tower']","2,765"
S2615,Taylor Swift: Reputation Stadium Tour,2018,TV-PG,125,Documentary,8.4,Taylor Swift takes the stage and proves she doesn't care about her bad reputation.,"['Paul Dugdale', '| ', '    Stars:', 'Taylor Swift, ', 'Matt Billingslea, ', 'Camila Cabello, ', 'Toshi Davidson']","5,544"
S2616,Sirius the Jaeger,2018,TV-MA,25,Animation,6.8,"Imperial Capital, 1930. A strange group of people carrying musical instrument cases landed on Tokyo station. They are called the ""Jaegers"", who came to hunt vampires. Amongst them, there ...                See full summary »","['Yûto Uemura, ', ""Ken'yû Horiuchi, "", 'Nanako Mori, ', 'Yûsuke Kobayashi']","1,984"
S2617,Switched,2018,TV-MA,35,Drama,7.1,"In this sci-fi teen drama based on a Japanese comic book series, 2 high school girls swapped bodies. After the unattractive girl switched with a cute popular girl, she refused to switch back.","['Kaya Kiyohara, ', 'Daiki Shigeoka, ', 'Tomohiro Kamiyama, ', 'Miu Tomita']","1,460"
S2618,Sword Gai: The Animation,2018,TV-MA,22,Animation,5.8,A boy bonds with a demon sword.,"['Erica Lindbeck, ', 'Zach Aguilar, ', 'Patrick Seitz, ', 'Billy Kametz']",950
S2619,Rea(l)ove,2018,TV-MA,40,Reality-TV,6.6,"While this Japanese reality dating show borrows heavily from American and British staples such as Love Island, Paradise Hotel, and Bachelor in Paradise, the would-be lovers also possess ""...                See full summary »","['Mari Yaguchi, ', 'Atsushi Tamura']",224
S2620,Pickpockets,2018,TV-MA,108,Crime,5.4,Aspiring teen thieves learn what it takes to be successful pickpockets on the streets of Bogota from a master in the art of trickery and deception.,"['Peter Webber', '| ', '    Stars:', 'Emiliano Pernía, ', 'Carlos Bardem, ', 'Dubán Andrés Prado, ', 'Natalia Reyes']","1,211"
S2621,Forest of Piano,2018,TV-PG,25,Animation,7.2,"Two different people - the son of a prostitute, and the son of a professional musician - develop a bond of friendship through their love of playing the piano.","['Johnny Yong Bosch, ', 'Erika Harlacher, ', 'Kyle McCarley, ', 'Griffin Burns']",937
S2622,Soni,2018,TV-MA,97,Crime,7.1,"While fighting crimes against women in Delhi, a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives.","['Ivan Ayr', '| ', '    Stars:', 'Geetika Vidya Ohlyan, ', 'Saloni Batra, ', 'Vikas Shukla, ', 'Mohit Chauhan']","2,828"
S2623,The Comedy Lineup,2018,TV-MA,15,Comedy,6,Substantial laughs. Bite-sized specials. Spend an evening with the next generation of stand-up comedy stars.,"['Janelle James, ', 'Aisling Bea, ', 'Sam Jay, ', 'Jak Knight']",487
S2624,The Rachel Divide,2018,TV-MA,100,Documentary,6.3,Rachel Dolezal becomes a social phenomenon when she passes herself off as an African American and becomes the head of her local N.A.A.C.P. chapter.,"['Laura Brownson', '| ', '    Stars:', 'Rachel Dolezal, ', 'Franklin Dolezal, ', 'Izaiah Dolezal, ', 'Esther Dolezal']","2,600"
S2625,The Joel McHale Show with Joel McHale,2018,TV-MA,30,Comedy,7.1,"Joel McHale, the snarky star of Community (2009), ridicules the silliest moments reality television, internet videos and TV from around the world have to offer. Each episode also features celebrity guests and a couple of sketches.","['Joel McHale, ', 'Paul Feig, ', 'Brad Stevens, ', 'Dominic DeLeo']","2,409"
S2626,Sword Art Online Alternative: Gun Gale Online,2018,TV-14,24,Animation,6.8,"A university student tries out a VR battle royale shooter and quickly establishes herself as one of the most menacing players in the competitive scene thanks to her tiny, lightning-fast avatar LLENN.","['Tomori Kusunoki, ', 'Yôko Hikasa, ', 'Kazuyuki Okitsu, ', 'Kira Buckland']","2,395"
S2627,Girls Incarcerated: Young and Locked Up,2018,TV-MA,45,Documentary,7.2,A documentary show about troubled girls who are are juvenile delinquents in Madison Juvenile Center,[],"1,116"
S2628,Godzilla: City on the Edge of Battle,2018,TV-14,101,Animation,5.8,"Humanity's desperate battle to reclaim the Earth from Godzilla continues. The key to defeating the King of the Monsters may be Mechagodzilla, a robotic weapon thought to have been lost nearly 20,000 years ago.","['Hiroyuki Seshita, ', 'Kôbun Shizuno', '| ', '    Stars:', 'Mamoru Miyano, ', 'Takahiro Sakurai, ', 'Kana Hanazawa, ', 'Tomokazu Sugita']","4,961"
S2629,Cities of Last Things,2018,TV-MA,106,Crime,6.2,"This is a story about a common man who has extraordinary events in his mundane life. The film depicts the protagonist's turns of events in three eras, three seasons, three nights, in the same city, as told with reverse chronology.","['Wi Ding Ho', '| ', '    Stars:', 'Jack Kao, ', 'Hong-Chi Lee, ', 'Louise Grinberg, ', 'Ning Ding']","1,700"
S2630,Bobby Kennedy for President,2018,TV-MA,245,Documentary,8.1,"This four-part documentary series weaves together rare and exclusive footage of attorney general, U.S. senator, and presidential candidate Robert F. Kennedy in the 1960s.","['Paul Schrade, ', 'Peter Edelman, ', 'Harry Belafonte, ', 'John Lewis']","1,842"
S2631,Suzzana: Buried Alive,2018,TV-MA,125,Drama,5.5,"After a pregnant woman is murdered, her spirit seeks revenge against her increasingly terrified killers, who are determined to finish her off for good.","['Rocky Soraya, ', 'Anggy Umbara', '| ', '    Stars:', 'Luna Maya, ', 'Herjunot Ali, ', 'T. Rifnu Wikana, ', 'Verdi Solaiman']",948
S2632,Transformers: Cyberverse,2018,TV-Y7-FV,11,Animation,6.6,"The series focuses on the adventures of Bumblebee; having damaged his memory chips, he and Windblade must recover his missing memories in order to help him remember his mission on Earth. ...                See full summary »","['Jeremy Levy, ', 'Jake Foushee, ', 'Sophia Isabella, ', 'Ryan Andes']",377
S2633,Motown Magic,2018,TV-Y,15,Animation,7.9,"Imaginative boy Ben transforms his city by bringing colorful street art to life, armed with a magic paintbrush and the classic sounds of Motown.","['Avia Fields, ', 'Marissa Buccianti, ', 'Monie Mon, ', 'Betsy Kenney']",295
S2634,The Tribe,2018,TV-MA,90,Comedy,5.8,"A cleaner woman with vocational street dancer tries to recover her long-stranded son that she gave for adoption, a former CEO who lost everything, including his memories.","['Fernando Colomo', '| ', '    Stars:', 'Paco León, ', 'Carmen Machi, ', 'Maribel del Pino, ', 'María José Sarrate']","2,805"
S2635,Hi Score Girl,2018,TV-PG,25,Animation,8,The funny and romantic misadventures of a couple of kids passionate about arcade games in 1991 Japan.,"['Kôhei Amasaki, ', 'Sayumi Suzushiro, ', 'Yûki Hirose, ', 'Satomi Arai']","2,045"
S2636,Bert Kreischer: Secret Time,2018,TV-MA,57,Comedy,7.3,"Bert regales the audience at the Trocadero Theatre with stories about zip-lining with his family, his daughter practicing softball with an imaginary ball, and upstaging ex-NBA player Ralph Sampson at a childhood basketball camp.","['Todd Biermann', '| ', '    Star:', 'Bert Kreischer']","2,377"
S2637,Aruna & Her Palate,2018,TV-MA,106,Drama,7.1,An epidemiologist tried to satisfy her obsession with food when she was assigned to investigate a bird flu case.,"['Edwin', '| ', '    Stars:', 'Dian Sastrowardoyo, ', 'Nicholas Saputra, ', 'Hannah Al Rashid, ', 'Oka Antara']",785
S2638,A Christmas Prince: The Royal Wedding,2018,TV-PG,92,Drama,5.3,"A year after helping Richard get to the throne, Amber is about to become his wife. But is she really made to be queen?","['John Schultz', '| ', '    Stars:', 'Rose McIver, ', 'Ben Lamb, ', 'Alice Krige, ', 'Honor Kneafsey']","10,805"
S2639,Tom Segura: Disgraceful,2018,TV-MA,71,Documentary,7.5,Comedian Tom Segura rants about funny things about pop culture and the way of living in 2018.,"['Jay Karas', '| ', '    Star:', 'Tom Segura']","3,916"
S2640,Reversing Roe,2018,TV-14,99,Documentary,7.5,"A deep historical look at one of the most controversial issues of our time, highlighting the abortion debate from various points along the ideological spectrum in a winding story of abortion in America.","['Ricki Stern, ', 'Anne Sundberg', '| ', '    Stars:', 'Donna Howard, ', 'John Seago, ', 'Brigitte Amiri, ', 'Troy Newman']","1,649"
S2641,Milly & Mamet,2018,TV-14,101,Comedy,7.4,"Mamet obeyed Milly's request to stop working at a banker bank to raise their children, to work in his in-laws factory to meet Alexandra who again invited her to become a chef at the restaurant of her second dream while in college.","['Ernest Prakasa', '| ', '    Stars:', 'Yoshi Sudarso, ', 'Julie Estelle, ', 'Dian Sastrowardoyo, ', 'Adinia Wirasti']",815
S2642,Sugar Rush,2018,TV-PG,55,Game-Show,7,"A baking competition with 4 teams, 3 rounds, 2 cakes and 1 winner of $10,000.","['Hunter March, ', 'Adriano Zumbo, ', 'Candace Nelson, ', 'Colin Hanks']","1,560"
S2643,Ánimas,2018,TV-MA,83,Horror,4.8,"This time, horror comes fron the other side.","['Laura Alvea, ', 'José Ortuño', '| ', '    Stars:', 'Ángela Molina, ', 'Chacha Huang, ', 'Luis Bermejo, ', 'Iván Pellicer']","1,390"
S2644,Dear Ex,2018,TV-MA,100,Comedy,7.3,A teenage boy and his mother are further driven apart when they find out that his father's life insurance policy is to be received by his lover.,"['Chih-Yen Hsu, ', 'Mag Hsu', '| ', '    Stars:', 'Roy Chiu, ', 'Ying-Hsuan Hsieh, ', 'Spark Chen, ', 'Joseph Huang']","6,421"
S2645,Us and Them,2018,Not Rated,120,Drama,7.3,"During the hectic chunyun period, 2 strangers traveling home meet on the train.","['Rene Liu', '| ', '    Stars:', 'Boran Jing, ', 'Dongyu Zhou, ', 'Zhuangzhuang Tian, ', 'Zheming Qu']","4,311"
S2646,The Oscars,2018,TV-14,187,Music,5.7,"The 90th Annual Academy Awards ceremony, hosted by Jimmy Kimmel, celebrates the film industry's biggest achievements for the year 2017.","['Glenn Weiss', '| ', '    Stars:', 'Jimmy Kimmel, ', 'Helen Mirren, ', 'Viola Davis, ', 'Willem Dafoe']","1,575"
S2647,Mo Amer: The Vagabond,2018,TV-MA,56,Documentary,7.3,"Arab-American comedian Mo Amer recounts his life as a refugee comic, from traveling with the name Mohammed to his long path to citizenship.","['Stan Lathan', '| ', '    Star:', 'Mohammed Amer']",929
S2648,Cleo & Cuquin,2018,TV-Y,7,Animation,8,"Cleo & Cuquin follows the adventures of Cleo, Cuquin, and their siblings. They will resolve minor conflicts by playing at being something: gardener, astronaut... at the end of each chapter,...                See full summary »","['Kenna Pickard, ', 'Ruben Ray, ', 'Hayley Maki, ', 'Emily Emmersen']",100
S2649,Adam Sandler: 100% Fresh,2018,TV-MA,73,Comedy,7.5,"Adam Sandler takes his comical musical musings back out on the road, from comedy clubs to concert halls to one very unsuspecting subway station.","['Steven Brill, ', 'Nicholaus Goossen', '| ', '    Stars:', 'Adam Sandler, ', 'Rob Schneider, ', 'Dan Bulla']","5,309"
S2650,The American Meme,2018,TV-MA,98,Documentary,6.7,"Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires - and face the pitfalls of fame.","['Bert Marcus', '| ', '    Stars:', 'Kirill Bichutsky, ', 'Hailey Bieber, ', 'Amanda Cerny, ', 'Dane Cook']","16,669"
S2651,End Game,2018,TV-PG,40,Documentary,7.1,"Filmed and edited in intimate vérité style, this movie follows visionary medical practitioners who are working on the cutting edge of life and death and are dedicated to changing our thinking about both.","['Rob Epstein, ', 'Jeffrey Friedman']","1,868"
S2652,Quincy,2018,TV-MA,124,Documentary,7.6,"An intimate look into the life of icon Quincy Jones. A unique force in music and popular culture for 70 years, Jones has transcended racial and cultural boundaries; his story is inextricably woven into the fabric of America.","['Alan Hicks, ', 'Rashida Jones', '| ', '    Stars:', 'Quincy Jones, ', 'Rashida Jones, ', 'Kareem Abdul-Jabbar, ', 'Clarence Avant']","4,595"
S2653,Dogs,2018,TV-PG,50,Documentary,7.9,Documentary series celebrating the deep emotional bonds between people and their beloved four-legged best friends.,"['Corinne, ', 'Beth, ', 'Carly']","1,295"
S2654,Revenger,2018,Not Rated,101,Action,5.7,A former police investigator decides to go to a prison island to revenge the brutal killings of his family.,"['Seung-Won Lee', '| ', '    Stars:', 'Je-Heon Choi, ', 'Makayla Rose Hilli, ', 'Kim In-kwon, ', 'SooJin Jeong']","4,382"
S2655,Last Hope,2018,TV-14,24,Animation,5.8,"After causing the near extinction of mankind seven years ago, genius scientist Leon Lau must now fight the ecological disaster he unwittingly created.","['Robbie Daymond, ', 'Johnny Yong Bosch, ', 'Beau Billingslea, ', 'Xanthe Huynh']",441
S2656,Lost Song,2018,TV-14,25,Animation,7,"Rin, a young girl blessed with the power of song goes through on a journey trying to get to the capital to sing, little does she know, there's another girl who also has the power of song named finis.","['Konomi Suzuki, ', 'Yukari Tamura, ', 'Cherami Leigh, ', 'Todd Haberkorn']",381
S2657,"To Each, Her Own",2018,TV-MA,95,Comedy,5.4,"Simone plans to inform her conservative Jewish family that she's a lesbian, but as she proceeds with coming out she finds herself attracted to a man.","['Myriam Aziza', '| ', '    Stars:', 'Sarah Stern, ', 'Jean-Christophe Folly, ', 'Julia Piaton, ', 'Catherine Jacob']","1,805"
S2658,212 Warrior,2018,TV-14,123,Action,6.9,"Indonesia, the 16th century, Wiro Sableng, a disciple from a mysterious Warrior named Sinto Gendeng, got a mission from his Master to take down Mahesa Birawa, her former disciple who betrayed her.","['Angga Dwimas Sasongko', '| ', '    Stars:', 'Vino G. Bastian, ', 'Yayan Ruhian, ', 'Fariz Alfarazi, ', 'Ruth Marini']","1,527"
S2659,Patriot Act with Hasan Minhaj,2018,TV-MA,25,Comedy,8.3,"In this weekly show, the former Daily Show correspondent Hasan Minhaj brings his unique comedic voice and storytelling skill to explore the larger grim trends shaping our fragmented world.","['Hasan Minhaj, ', 'Joyelle Johnson, ', 'Arnab Goswami, ', 'Andrew Yang']","7,378"
S2660,A.I.C.O. Incarnation,2018,TV-14,25,Animation,6.3,Everything Aiko knew was a lie. Now she's joining a team of Divers to reach the place where the Burst began to stop it for good and save her family.,"['Xanthe Huynh, ', 'Billy Kametz, ', 'Erica Mendez, ', 'Allegra Clark']","1,221"
S2661,Ricky Gervais: Humanity,2018,TV-MA,79,Comedy,7.9,Live performance of British comedian Ricky Gervais filmed in London's Eventim Apollo.,"['John L. Spencer', '| ', '    Star:', 'Ricky Gervais']","20,850"
S2662,Ugly Delicious,2018,TV-MA,50,Documentary,7.8,Chef David Chang travels around the world tasting food from different cultures.,"['David Chang, ', 'Peter Meehan, ', 'Aziz Ansari, ', 'Rene Redzepi']","3,567"
S2663,Tucked,2018,Not Rated,80,Drama,6.7,A veteran drag queen with a terminal illness cleans up unfinished business.,"['Jamie Patterson', '| ', '    Stars:', 'Derren Nesbitt, ', 'Jordan Stephens, ', 'April Pearson, ', 'Steve Oram']",795
S2664,Christmas Wonderland,2018,TV-G,120,Comedy,5.9,"""Heidi (Osment), who initially left her small town of Pleasant Valley with the dream of one day becoming a successful painter, has put her own art on hold to excel as an art gallery curator...                See full summary »","['Sean Olson', '| ', '    Stars:', 'Emily Osment, ', 'Ryan Rottman, ', 'Kelly Hu, ', 'Jacob Buster']","3,115"
S2665,Polly Pocket,2018,TV-Y7,22,Animation,5.9,"Polly is often told she is ""TOO LITTLE"" to do the things she wants to do, but Polly proves what every kid knows - that being little isn't a limitation; IT'S HER GREATEST STRENGTH. When ...                See full summary »","['Emily Tennant, ', 'Shannon Chan-Kent, ', 'Kazumi Evans, ', 'Ian Hanlin']",130
S2666,Shirkers,2018,TV-14,97,Documentary,7.4,A woman explores the events surrounding a film she and her friends began making with a mysterious stranger decades ago.,"['Sandi Tan', '| ', '    Stars:', 'Jasmine Kin Kia Ng, ', 'Philip Cheah, ', 'Sophia Siddique Harvey, ', 'Sharon Siddique']","5,215"
S2667,Barbie Dreamhouse Adventures,2018,TV-Y,22,Animation,6.7,Get to know Barbie and her BFFs -- including next-door neighbor Ken -- in this animated vlog of adventures filmed inside her family's new dreamhouse.,"['America Young, ', 'Cassidy Naber, ', 'Kirsten Day, ', 'Cassandra Lee Morris']",555
S2668,Citrus,2018,TV-14,24,Animation,6.5,Fashionable Yuzu’s life goes from sweet to sour when the beautiful but stern Mei falls into her life.,"['Tomoaki Maeno, ', 'Kana Ueda, ', 'Ikumi Hayama, ', 'Shiori Izawa']","2,212"
S2669,Flint Town,2018,TV-MA,45,Documentary,7.8,"Documentary following the police department in Flint, Michigan as they struggle with dwindling resources and crumbling infrastructure in a community crippled by violence and a contaminated water crisis.","['Tim Johnson, ', 'Bridgette Balasko, ', 'Robert Frost, ', 'Dion Reed']","3,745"
S2670,Lego Friends: Girls on A Mission,2018,TV-Y,11,Animation,6,"Five best friends trying to do the right thing in heartlake city, whilst trying to figure out friendships and what's important along the way.","['Mariam Amer, ', 'Jasmine Ashanti, ', 'Amaya Harrow, ', 'Alex Cartañá']",120
S2671,Hannah Gadsby: Nanette,2018,TV-MA,69,Documentary,8.1,"Australian comic Hannah Gadsby reshapes standard stand-up by pairing punchlines with personal revelations on gender, sexuality and childhood turmoil.","['Jon Olb, ', 'Madeleine Parry', '| ', '    Star:', 'Hannah Gadsby']","12,529"
S2672,The Legend of Cocaine Island,2018,TV-MA,83,Documentary,6.3,A desperate man goes on a buried treasure hunt for $2 million worth of cocaine.,"['Theo Love', '| ', '    Stars:', 'Bo Butterworth, ', 'Bri Bryant, ', 'Edward Craig, ', 'Andy Culpepper']","3,365"
S2673,Fastest Car,2018,TV-MA,45,Documentary,7.1,"In a quarter mile drag race, drivers of exotic supercars go up against sleeper cars built and modified by dedicated gearheads.","['Elias, ', 'Lisa Clark, ', 'Sammy Maloof, ', 'Hannah Maloof']","1,351"
S2674,Sara's Notebook,2018,TV-MA,115,Adventure,5.9,A Spanish woman travels to darkest heart of Africa looking for her long-time missed younger sister.,"['Norberto López Amado', '| ', '    Stars:', 'Belén Rueda, ', 'Marian Álvarez, ', 'Iván Mendes, ', 'Manolo Cardona']","2,741"
S2675,Bethany Hamilton: Unstoppable,2018,PG,100,Documentary,7.4,"After losing an arm to a shark attack at age 13, Bethany Hamilton refuses to give up her dreams of being a professional surfer.","['Aaron Lieber', '| ', '    Stars:', 'Alana Blanchard, ', 'Adam Dirks, ', 'Tobias Dirks, ', 'Madison Graber']",760
S2676,The Laws of Thermodynamics,2018,TV-MA,100,Comedy,6,A neurotic scientist tries to balance his love story with a famous top model with his obsession about the Laws of the Thermodynamics governing their relationship.,"['Mateo Gil', '| ', '    Stars:', 'Vito Sanz, ', 'Berta Vázquez, ', 'Chino Darín, ', 'Vicky Luengo']","2,791"
S2677,Tamborine,2018,TV-MA,98,Comedy,6.6,"Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics.","['Bo Burnham', '| ', '    Stars:', 'Chris Rock, ', 'Spike Lee']","7,036"
S2678,Time Share,2018,TV-MA,96,Drama,5.9,"Two haunted family men join forces in a destructive crusade to rescue their families from a tropical paradise, after becoming convinced that an American timeshare conglomerate has a sinister plan to take their loved ones away.","['Sebastián Hofmann', '| ', '    Stars:', 'Luis Gerardo Méndez, ', 'Miguel Rodarte, ', 'RJ Mitte, ', 'Cassandra Ciangherotti']","2,829"
S2679,Spivak,2018,TV-MA,91,Comedy,5.6,Struggling writer Wally Spivak is stuck in a rut - - until he meets an engaged couple and starts to see life in a whole new way.,"['Anthony Abrams, ', 'Adam Larson Broder', '| ', '    Stars:', 'Michael Bacall, ', 'Maggie Lawson, ', 'Elden Henson, ', 'Mark Webber']",762
S2680,Can You Hear Me,2018,TV-MA,30,Comedy,7.7,"-'M'entends-tu?' is a dramatic comedy that plunges us into the unusual daily life of Ada, Fabiola and Carolanne, three long-time friends from the midst of poverty.","['Ève Landry, ', 'Florence Longpré, ', 'Mélissa Bédard, ', 'Pascale Renaud-Hébert']",726
S2681,The Final Table,2018,TV-PG,60,Reality-TV,7.6,Teams of chefs vie to impress some of the world's toughest palates as they whip up iconic dishes from different nations in this reality cooking competition.,"['Andrew Knowlton, ', 'Monique Fiso, ', 'Mark Best, ', 'Shane Osborn']","4,255"
S2682,Prince of Peoria,2018,TV-Y7,25,Comedy,5.9,"Story of a wealthy prince who travels to the US to live as an exchange student. While living in anonymity, the prince strikes up an unlikely friendship.","['Gavin Lewis, ', 'Theodore Barnes, ', 'Cynthia Kaye McWilliams, ', 'Shelby Simmons']",492
S2683,Take Your Pills,2018,TV-14,87,Documentary,6.3,"Every era gets the drug it deserves. In America today, where competition is ceaseless from school to the workforce and everyone wants a performance edge, Adderall and other prescription stimulants are the defining drugs of this generation.","['Alison Klayman', '| ', '    Stars:', 'Ariana, ', 'Delaney, ', 'Jasper Holt-Teza, ', 'Leigh']","5,207"
S2684,Sugar Rush,2018,TV-PG,47,Game-Show,7.2,"3 rounds: cupcakes- version of an Instagram cake trend, confections- next big trend, cake- unicorn twist. Guest judge is Jackie Sorkin.","['Hunter March, ', 'Candace Nelson, ', 'Jackie Sorkin, ', 'Adriano Zumbo']",37
S2685,The Warning,2018,TV-MA,92,Adventure,5.9,Ten-year-old Nico receives a threatening letter and now his life is in danger. No one seems to believe him except one person that he doesn't know who has come to believe that fate itself wants the boy dead and tries to prevent it.,"['Daniel Calparsoro', '| ', '    Stars:', 'Raúl Arévalo, ', 'Aura Garrido, ', 'Hugo Arbues, ', 'Belén Cuesta']","6,425"
S2686,Super Drags,2018,TV-MA,30,Animation,5.4,"Three gay co-workers at a department store lead double lives as superhero drag queens, fighting crime and other forces like an evil drag queen and a conservative politician.","['Willam Belli, ', 'Trixie Mattel, ', ""D.J. 'Shangela' Pierce, "", 'Joshua Allan Eads']","1,799"
