title,year released,certificate,duration_min,genre ,rating,votes,age
Wild District,2018,TV-MA,45,Action,8.1,"1,949",4
Fariña,2018,TV-MA,95,Crime,7.9,"3,959",4
Devils Line,2018,TV-MA,24,Animation,6.8,"1,247",4
Lara and the Beat,2018,TV-MA,137,Drama,5.8,150,4
Close Enemies,2018,TV-MA,111,Drama,6.4,"2,698",4
Cracked Up,2018,TV-MA,95,Documentary,7.3,795,4
Battlefish,2018,TV-MA,42,Reality-TV,7.1,451,4
What Keeps You Alive,2018,R,98,Horror,5.7,"8,784",4
Salam - The First ****** Nobel Laureate,2018,Approved,75,Documentary,7.8,425,4
The Most Assassinated Woman in the World,2018,TV-MA,102,Biography,5.3,"1,104",4
The Hollow,2018,TV-Y7-FV,24,Animation,7.2,"4,382",4
Medal of Honor,2018,TV-MA,60,Documentary,8.2,"1,742",4
3Below: Tales of Arcadia,2018,TV-Y7,22,Animation,7.4,160,4
Hero Mask,2018,TV-14,24,Animation,6.7,11,4
Diablero,2018,TV-MA,40,Adventure,6.7,"2,615",4
First Impression,2018,Not Rated,96,Comedy,5.1,155,4
Hero Mask,2018,TV-14,24,Animation,6.5,11,4
Hero Mask,2018,TV-14,24,Animation,6.6,11,4
Hero Mask,2018,TV-14,24,Animation,6.6,12,4
3Below: Tales of Arcadia,2018,TV-Y7,22,Animation,7.4,161,4
Hero Mask,2018,TV-14,24,Animation,6.5,12,4
Lady J,2018,TV-14,109,Drama,6.8,"3,500",4
Accidentally in Love,2018,TV-14,30,Drama,7.4,"1,177",4
The World Is Yours,2018,TV-MA,102,Comedy,6.3,"4,426",4
3Below: Tales of Arcadia,2018,TV-Y7,22,Animation,7.6,163,4
3Below: Tales of Arcadia,2018,TV-Y7,22,Animation,7,159,4
3Below: Tales of Arcadia,2018,TV-Y7,22,Animation,8.4,168,4
Pulang,2018,TV-14,120,Drama,6.7,600,4
Hero Mask,2018,TV-14,24,Animation,6.1,16,4
Hero Mask,2018,TV-14,24,Animation,6.6,15,4
Mercury 13,2018,TV-PG,78,Documentary,6.9,"1,196",4
The Epic Tales of Captain Underpants,2018,TV-Y7,24,Animation,6.6,954,4
The Rise of Phoenixes,2018,TV-14,60,Drama,8.4,"1,535",4
Chip and Potato,2018,TV-Y,23,Animation,6.4,167,4
Harvey Girls Forever!,2018,TV-Y7,23,Animation,6.7,258,4
The Innocent Man,2018,TV-MA,284,Documentary,7.3,"6,032",4
Love Island Australia,2018,TV-MA,50,Reality-TV,5.4,652,4
Acts of Violence,2018,R,86,Action,5.3,"12,447",4
Mirai,2018,PG,98,Animation,7,"15,916",4
Marlon Wayans: Woke-ish,2018,TV-MA,68,Documentary,6.5,"1,426",4
Franco Escamilla: Por la anécdota,2018,TV-MA,66,Comedy,6.9,326,4
Ali Wong: Hard Knock Wife,2018,TV-MA,64,Comedy,7.3,"5,030",4
Ingress: The Animation,2018,TV-MA,24,Animation,6.5,542,4
Requiem,2018,TV-MA,60,Drama,6.4,"6,717",4
Kulari ke Pantai,2018,TV-G,112,Adventure,7.7,253,4
The Mire,2018,TV-MA,50,Crime,7,"4,460",4
Stree,2018,Not Rated,128,Comedy,7.5,"33,919",4
Father of the Year,2018,TV-14,94,Comedy,5.2,"11,676",4
Elvis Presley: The Searcher,2018,TV-PG,205,Documentary,7.7,"2,427",4
Natale a 5 stelle,2018,TV-14,92,Comedy,4.5,778,4
A Twelve-Year Night,2018,TV-MA,122,Adventure,7.5,"10,022",4
"My Teacher, My Obsession",2018,TV-14,90,Drama,4.4,"2,407",4
No Estoy Loca,2018,TV-MA,116,Comedy,5.8,935,4
The Hookup Plan,2018,TV-MA,27,Comedy,7.1,"5,465",4
The Boss Baby: Back in Business,2018,TV-Y7,25,Animation,6.4,"3,810",4
Angels of Death,2018,TV-14,24,Animation,6.4,"2,152",4
Yeh Meri Family,2018,TV-14,30,Comedy,9.1,"23,865",4
Netflix Acquires Seth Rogen,2018,TV-MA,6,Short,4.9,173,4
Jefe,2018,TV-MA,89,Comedy,5.4,"1,113",4
The Bletchley Circle: San Francisco,2018,TV-14,45,Crime,6.8,"2,583",4
The Break with Michelle Wolf,2018,TV-MA,25,Comedy,5.2,"1,886",4
13 Reasons Why: Season 2 Date Announcement Commercial,2018,Not Rated,1,Short,7.2,260,4
St. Agatha,2018,TV-MA,103,Horror,4.9,"5,824",4
Det som göms i snö,2018,TV-14,43,Crime,7.4,"2,938",4
The A List,2018,TV-14,25,Crime,5.4,"2,968",4
Private Life,2018,R,123,Comedy,7.2,"19,832",4
Acrimony,2018,R,120,Horror,5.8,"8,922",4
Like Father,2018,TV-MA,98,Comedy,6.1,"21,599",4
Steins;Gate 0,2018,TV-14,30,Animation,8.4,"9,123",4
Champions,2018,TV-14,30,Comedy,6,"3,940",4
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,2018,TV-14,74,Comedy,7.1,"2,741",4
1983,2018,TV-MA,60,Crime,6.7,"4,208",4
Hakyu Hoshin Engi,2018,TV-PG,23,Animation,6,34,4
Good Girls,2018,TV-14,42,Comedy,7.9,543,4
Down a Dark Hall,2018,PG-13,96,Drama,5,"14,368",4
The Innocents,2018,TV-MA,60,Drama,6.2,"5,884",4
3Below: Tales of Arcadia,2018,TV-Y7-FV,24,Animation,7.7,"6,264",4
Nothing to Hide,2018,TV-MA,90,Comedy,6.8,"15,405",4
The Angel,2018,TV-MA,114,Action,6.6,"14,291",4
Happy as Lazzaro,2018,PG-13,128,Drama,7.5,"18,327",4
Candy Jar,2018,TV-14,92,Comedy,5.8,"5,180",4
Edge of Fear,2018,Not Rated,91,Action,4.5,"3,257",4
A Fortunate Man,2018,TV-14,162,Drama,7.2,"6,337",4
I Still See You,2018,PG-13,98,Fantasy,5.8,"10,264",4
Seeing Allred,2018,TV-14,96,Documentary,7.2,"1,389",4
Kiss Me First,2018,TV-MA,46,Drama,6.2,"3,972",4
Yasamayanlar,2018,TV-MA,60,Drama,4.8,"3,325",4
The Princess Switch,2018,TV-PG,101,Comedy,6,"28,116",4
The Curious Creations of Christine McConnell,2018,TV-PG,26,Comedy,7.7,"2,432",4
Forgive Us Our Debts,2018,TV-MA,104,Drama,6.2,"1,621",4
Million Pound Menu,2018,Not Rated,60,Game-Show,6.6,578,4
Iliza: Elder Millennial,2018,TV-MA,72,Comedy,7.2,"4,129",4
Irreplaceable You,2018,TV-MA,96,Comedy,6.4,"9,740",4
King of Boys,2018,TV-MA,169,Crime,5.9,432,4
Budapest,2018,TV-MA,102,Comedy,5.4,"3,037",4
The Photographer of Mauthausen,2018,TV-MA,110,Biography,6.7,"10,950",4
The Tree of Blood,2018,TV-MA,130,Drama,6.3,"3,054",4
Flavors of Youth,2018,TV-PG,74,Animation,6.6,"7,517",4
#FriendsButMarried,2018,TV-14,102,Biography,6.8,727,4
Spelling the Dream,2018,TV-G,82,Documentary,6.8,742,4
Ellen DeGeneres: Relatable,2018,TV-MA,68,Comedy,6.5,"4,726",4
Two Catalonias,2018,TV-MA,116,Documentary,6.4,716,4
Bloom Into You,2018,TV-PG,24,Animation,7.8,"1,419",4
Christmas Made to Order,2018,TV-G,80,Romance,5.7,"4,142",4
Bumping Mics with Jeff Ross & Dave Attell,2018,TV-MA,36,Comedy,7.7,"1,220",4
Yeom-lyeok,2018,Not Rated,101,Action,5.9,"5,703",4
The Resistance Banker,2018,TV-MA,123,Biography,6.9,"9,583",4
The Ryuo's Work Is Never Done!,2018,Not Rated,23,Animation,6.2,144,4
Illang: The Wolf Brigade,2018,TV-MA,139,Action,5.9,"5,229",4
Kevin James: Never Don't Give Up,2018,TV-PG,62,Comedy,6.2,"1,482",4
The Jurassic Games,2018,Not Rated,86,Action,3.8,"2,776",4
When Angels Sleep,2018,TV-MA,91,Adventure,5.5,"3,731",4
The Hurricane Heist,2018,PG-13,103,Action,5.1,"20,847",4
One Strange Rock,2018,TV-PG,47,Documentary,8.7,"7,886",4
Tig Notaro: Happy To Be Here,2018,TV-14,58,Comedy,6.6,"1,379",4
Elite,2018,TV-MA,49,Crime,7.9,"1,162",4
Shéhérazade,2018,TV-MA,109,Drama,7.1,"2,289",4
Elite,2018,TV-MA,52,Crime,8.1,"1,176",4
Cells at Work!,2018,TV-14,24,Animation,7.5,"2,345",4
After Porn Ends 3,2018,TV-MA,86,Documentary,5.4,"1,656",4
3Below: Tales of Arcadia,2018,TV-Y7,22,Animation,8.4,177,4
"Yo, Potro",2018,TV-MA,50,Comedy,6.2,508,4
Goyo: Ang Batang Heneral,2018,TV-14,155,Action,6.5,855,4
Luis Miguel: The Series,2018,TV-MA,60,Biography,8,"4,729",4
Elite,2018,TV-MA,47,Crime,7.8,"1,133",4
Holiday Rush,2019,TV-PG,92,Comedy,4.9,"2,740",3
Lunatics,2019,TV-MA,37,Comedy,7.3,68,3
Lunatics,2019,TV-MA,34,Comedy,7.4,70,3
Narcoworld: Dope Stories,2019,TV-MA,39,Documentary,6.6,329,3
Lunatics,2019,TV-MA,36,Comedy,7.5,70,3
Jeff Dunham: Beside Himself,2019,TV-MA,58,Comedy,6.9,"1,113",3
Lunatics,2019,TV-MA,36,Comedy,7.2,66,3
Lunatics,2019,TV-MA,38,Comedy,7.7,69,3
Power Players,2019,TV-Y7,11,Animation,5.9,91,3
Lunatics,2019,TV-MA,36,Comedy,7.5,68,3
Too Handsome to Handle,2019,TV-PG,106,Comedy,6.7,588,3
Dare Me,2019,TV-MA,52,Crime,7,310,3
Bombay Rose,2019,PG-13,97,Animation,6.3,664,3
The Society,2019,TV-MA,60,Drama,7.2,823,3
Pinkfong and Baby Shark's Space Adventure,2019,TV-Y,66,Animation,5,89,3
How to Sell Drugs Online (Fast),2019,TV-MA,32,Comedy,7.7,987,3
A Haunting at Silver Falls: The Return,2019,TV-14,79,Horror,3.2,302,3
Blood Will Tell,2019,TV-MA,113,Drama,6.1,848,3
So My Grandma's a Lesbian!,2019,TV-MA,94,Comedy,4.3,"1,224",3
Magmel of the Sea Blue,2019,TV-14,24,Animation,6.1,656,3
Typewriter,2019,TV-MA,52,Horror,6.9,176,3
Typewriter,2019,TV-MA,55,Horror,7.1,152,3
Typewriter,2019,TV-MA,43,Horror,7.4,139,3
Exhibit A,2019,TV-14,41,Documentary,6.3,117,3
Exhibit A,2019,TV-14,29,Documentary,6.6,82,3
Exhibit A,2019,TV-14,37,Documentary,6,76,3
Exhibit A,2019,TV-14,37,Documentary,6.8,66,3
Òlòtūré,2019,TV-MA,106,Crime,5.5,810,3
7Seeds,2019,TV-MA,24,Animation,6.9,56,3
7Seeds,2019,TV-MA,24,Animation,6.8,51,3
7Seeds,2019,TV-MA,26,Animation,6.8,49,3
7Seeds,2019,TV-MA,24,Animation,7.2,48,3
7Seeds,2019,TV-MA,26,Animation,7.1,47,3
7Seeds,2019,TV-MA,31,Animation,7.8,46,3
7Seeds,2019,TV-MA,24,Animation,6.9,39,3
7Seeds,2019,TV-MA,24,Animation,7.2,38,3
7Seeds,2019,TV-MA,26,Animation,7.8,39,3
7Seeds,2019,TV-MA,24,Animation,7.5,37,3
7Seeds,2019,TV-MA,26,Animation,7.8,44,3
I Think You Should Leave with Tim Robinson,2019,TV-MA,17,Comedy,8.1,427,3
Sebastian Maniscalco: Stay Hungry,2019,TV-MA,65,Comedy,7.1,"1,357",3
Morphle,2019,TV-Y,43,Animation,5.2,90,3
Yankee,2019,TV-MA,44,Drama,5.8,29,3
Aziz Ansari: Right Now,2019,TV-MA,65,Comedy,7.5,"5,200",3
Is My Daughter Really Dead?,2019,TV-14,84,Thriller,4.3,338,3
Twivortiare,2019,Unrated,103,Drama,6.7,273,3
Grass is Greener,2019,TV-MA,97,Documentary,7.1,"1,377",3
How to Sell Drugs Online (Fast),2019,TV-MA,29,Comedy,7.8,890,3
How to Sell Drugs Online (Fast),2019,TV-MA,28,Comedy,7.8,846,3
How to Sell Drugs Online (Fast),2019,TV-MA,28,Comedy,7.8,829,3
How to Sell Drugs Online (Fast),2019,TV-MA,24,Comedy,7.9,816,3
How to Sell Drugs Online (Fast),2019,TV-MA,28,Comedy,8.4,916,3
Ghosts of Sugar Land,2019,TV-MA,21,Documentary,5.5,"1,391",3
Ronny Chieng: Asian Comedian Destroys America,2019,TV-MA,63,Comedy,7.4,"3,290",3
Lunatics,2019,TV-MA,33,Comedy,7.5,77,3
Boi,2019,TV-MA,110,Mystery,5,692,3
Family Business,2019,TV-14,21,Comedy,6.6,140,3
Dead to Me,2019,TV-MA,31,Comedy,7.8,"1,299",3
Expo,2019,TV-14,80,Action,2.7,"3,005",3
League of Legends Origins,2019,Not Rated,77,Documentary,6.5,"1,020",3
"Love, Death & Robots",2019,TV-MA,18,Animation,8.1,"11,912",3
Home Is Where the Killer Is,2019,TV-14,87,Thriller,4.4,540,3
Pentagram,2019,Not Rated,80,Horror,2.7,547,3
Lunatics,2019,TV-MA,35,Comedy,7.3,79,3
The Irishman: In Conversation,2019,TV-MA,23,Documentary,7.4,"1,842",3
Lunatics,2019,TV-MA,36,Comedy,7.2,92,3
Dilan 1991,2019,TV-14,121,Drama,6.5,"1,114",3
Trigger Warning with Killer Mike,2019,TV-MA,30,Documentary,6.9,"1,255",3
Nothing to Lose 2,2019,PG-13,96,Biography,3.1,662,3
Still Laugh-In: The Stars Celebrate,2019,TV-MA,60,Comedy,5.2,601,3
Formula 1: Drive to Survive,2019,TV-MA,33,Documentary,7.6,797,3
Katherine Ryan: Glitter Room,2019,TV-MA,65,Comedy,6.8,"1,999",3
ReMastered: Massacre at the Stadium,2019,TV-MA,64,Documentary,7.2,802,3
Whitney Cumgs: Can I Touch It?,2019,TV-MA,59,Comedy,6.5,"1,817",3
Grandma's Wedding,2019,TV-14,97,Comedy,5.5,568,3
Glorious Days,2019,TV-14,119,Comedy,7.4,612,3
Wanda Sykes: Not Normal,2019,TV-MA,60,Comedy,7.2,"1,865",3
Kevin Hart's Guide to Black History,2019,TV-PG,62,Comedy,5.5,"1,362",3
Our Planet: Behind the Scenes,2019,TV-G,63,Documentary,8.3,"1,757",3
Patria,2019,TV-MA,89,Documentary,7.2,115,3
Exaation of Conscience,2019,TV-MA,154,Documentary,7.8,439,3
Spirit Riding Free: Spirit of Christmas,2019,TV-Y7,45,Animation,5.3,127,3
Miranda Sings Live... Your Welcome,2019,TV-14,61,Comedy,5.5,424,3
Anthony Jeselnik: Fire in the Maternity Ward,2019,TV-MA,64,Comedy,7.2,"3,688",3
Through My Father's Eyes,2019,R,104,Documentary,6.2,756,3
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,2019,TV-MA,58,Comedy,7.3,"2,373",3
A Love Song for Latasha,2019,TV-PG,19,Documentary,6.8,"2,439",3
Iliza Shlesinger: Unveiled,2019,TV-MA,78,Comedy,6.5,"1,717",3
Russian Doll,2019,TV-MA,32,Comedy,7.3,"1,200",3
A Certain Scientific Accelerator,2019,TV-14,24,Animation,6.9,451,3
Tuna Girl,2019,TV-PG,89,Comedy,6.2,154,3
Tidying Up with Marie Kondo,2019,TV-PG,40,Reality-TV,6.6,"3,638",3
Street Flow,2019,TV-MA,96,Crime,6.4,"1,551",3
Bombairiya,2019,Not Rated,104,Comedy,4.5,428,3
Colin Quinn: Red State Blue State,2019,TV-14,65,Comedy,7.6,736,3
Professor Mack,2019,TV-MA,83,Comedy,3.6,146,3
Feo pero Sabroso,2019,TV-MA,90,Comedy,4.3,177,3
Mike Epps: Only One Mike,2019,TV-14,63,Comedy,4.7,309,3
Oprah Winfrey Presents: When They See Us Now,2019,TV-14,61,Talk-Show,7.8,"2,364",3
La grande classe,2019,TV-MA,83,Comedy,5.3,"1,279",3
Crime Diaries: The Candidate,2019,TV-MA,45,Crime,7.5,824,3
Dolly Parton: Here I Am,2019,TV-14,90,Documentary,7.3,"1,526",3
Franco Escamilla: Bienvenido al Mundo,2019,TV-MA,54,Comedy,7,242,3
Arsenio Hall: Smart and Classy,2019,TV-MA,63,Comedy,6,466,3
Charlie's Colorforms City,2019,TV-G,23,Animation,6.6,155,3
Robert Reborn,2019,Not Rated,85,Horror,2.7,573,3
Michelle Wolf: Joke Show,2019,TV-MA,59,Comedy,7.2,"1,654",3
Thus Spoke Kishibe Rohan,2019,TV-MA,25,Animation,7.8,263,3
The Black Godfather,2019,TV-MA,118,Documentary,7.5,"1,383",3
The Remix: Hip Hop X Fashion,2019,TV-MA,67,Documentary,7.2,91,3
Grego Rossello: Disculpe Las Molestias,2019,TV-MA,65,Comedy,4.7,26,3
Tiffany Haddish: Black Mitzvah,2019,TV-MA,55,Comedy,6.3,983,3
Knock Down the House,2019,PG,87,Documentary,7.2,"12,582",3
Black Privilege,2019,TV-MA,79,Drama,3.3,213,3
Daniel Sosa: Maleducado,2019,TV-MA,54,Comedy,6.2,76,3
Queer Eye: We're in Japan!,2019,TV-14,50,Reality-TV,8.2,"2,636",3
Jenny Slate: Stage Fright,2019,TV-MA,66,Comedy,5.8,"1,310",3
Ken Jeong: First Date,2019,TV-MA,62,Comedy,5.7,"2,420",3
Sawah,2019,TV-MA,86,Comedy,6,"2,246",3
Unnatural Selection,2019,TV-MA,66,Documentary,7.9,"2,013",3
Lunatics,2019,TV-MA,36,Comedy,6.6,130,3
The Umbrella Academy,2019,TV-14,47,Action,8.2,"4,357",3
Kevin Hart: Don't F**k This Up,2019,TV-MA,30,Documentary,6.4,"2,045",3
The Order,2019,TV-MA,45,Drama,7.4,378,3
The Order,2019,TV-MA,51,Drama,7.2,350,3
The Order,2019,TV-MA,46,Drama,7.4,352,3
The Order,2019,TV-MA,46,Drama,7.3,356,3
The Order,2019,TV-MA,51,Drama,7.5,379,3
The Order,2019,TV-MA,49,Drama,7.3,343,3
The Order,2019,TV-MA,49,Drama,7.7,425,3
Virgin River,2019,TV-14,41,Drama,7.9,553,3
Seth Meyers: Lobby Baby,2019,TV-MA,61,Comedy,7.4,"2,639",3
"Gabriel ""Fluffy"" Iglesias: One Show Fits All",2019,TV-14,90,Comedy,7.2,"1,856",3
Transformers: Rescue Bots Academy,2019,TV-Y7,11,Animation,6.2,108,3
The Order,2019,TV-MA,44,Drama,7.4,382,3
After Life,2019,TV-MA,27,Comedy,7.8,"2,557",3
Fire in Paradise,2019,TV-MA,39,Documentary,7.4,974,3
Typewriter,2019,TV-MA,48,Horror,7.4,130,3
The Umbrella Academy,2019,TV-14,49,Action,8.1,"3,724",3
ReMastered: The Two Killings of Sam Cooke,2019,TV-MA,74,Documentary,7.2,"2,308",3
The Umbrella Academy,2019,TV-14,48,Action,8.1,"3,698",3
Astronomy Club,2019,TV-MA,20,Comedy,6.9,606,3
Ella Fitzgerald: Just One of Those Things,2019,TV-14,89,Documentary,6.9,457,3
Undercover,2019,TV-MA,46,Crime,7.5,431,3
Revisions,2019,TV-MA,36,Animation,5.9,623,3
The (Silent) War,2019,TV-MA,121,Action,5.5,698,3
The Bonfire of Destiny,2019,TV-MA,48,Drama,7.5,122,3
Hello Ninja,2019,TV-Y,11,Animation,5.5,127,3
The Order,2019,TV-MA,48,Drama,7.2,387,3
Alice Júnior,2019,Not Rated,87,Animation,6.9,556,3
The Order,2019,TV-MA,47,Drama,7.1,425,3
"¡Ay, mi madre!",2019,TV-MA,84,Comedy,3.9,412,3
The Umbrella Academy,2019,TV-14,48,Action,8,"3,879",3
The Alcàsser Murders,2019,TV-MA,303,Documentary,7,"2,295",3
Thackeray,2019,Not Rated,120,Biography,5.3,"3,461",3
You vs. Wild,2019,TV-PG,14,Adventure,6.5,228,3
You vs. Wild,2019,TV-PG,20,Adventure,6.6,173,3
You vs. Wild,2019,TV-PG,26,Adventure,6.9,130,3
The Spooky Tale of Captain Underpants Hack-a-Ween,2019,TV-PG,45,Animation,5.9,217,3
The Gift,2019,TV-MA,42,Drama,7.6,851,3
The Gift,2019,TV-MA,43,Drama,7.6,720,3
The Gift,2019,TV-MA,48,Drama,7.8,687,3
The Gift,2019,TV-MA,46,Drama,7.4,636,3
The Gift,2019,TV-MA,42,Drama,7.7,609,3
The Gift,2019,TV-MA,41,Drama,7.5,597,3
Ready to gle,2019,TV-MA,95,Comedy,5.9,"2,399",3
The Gift,2019,TV-MA,49,Drama,8.1,697,3
Home for Christmas,2019,TV-MA,31,Comedy,7.4,265,3
Home for Christmas,2019,TV-MA,26,Comedy,7.5,245,3
Home for Christmas,2019,TV-MA,29,Comedy,7.4,238,3
"Hello, Privilege. It's Me, Chelsea",2019,TV-MA,64,Documentary,4.6,"2,002",3
Home for Christmas,2019,TV-MA,27,Comedy,7.5,238,3
Amy Schumer: Growing,2019,TV-MA,60,Comedy,5.4,"3,941",3
Home for Christmas,2019,TV-MA,31,Comedy,7.8,270,3
Home for Christmas,2019,TV-MA,29,Comedy,7.3,292,3
Merry Men 2,2019,TV-MA,115,Action,6.4,71,3
Life Overtakes Me,2019,TV-PG,39,Documentary,6.5,"1,951",3
The Gift,2019,TV-MA,43,Drama,7.5,634,3
Gigantosaurus,2019,TV-Y,22,Animation,6.5,178,3
Someone Great,2019,R,92,Comedy,6.1,"22,717",3
Thus Spoke Kishibe Rohan,2019,TV-MA,97,Animation,7.5,"1,314",3
Serenity,2019,R,106,Drama,5.4,"41,427",3
Carole & Tuesday,2019,TV-MA,22,Animation,7.8,"2,088",3
Angel's Last Mission: Love,2019,TV-Y7,35,Comedy,7.7,"2,167",3
Fruits Basket,2019,TV-14,24,Animation,8.6,"6,270",3
Cautious Hero: The Hero Is Overpowered but Overly Cautious,2019,TV-14,23,Animation,7.4,"2,616",3
Go! Live Your Way,2019,TV-Y7,40,Comedy,6.8,663,3
The Wandering Earth,2019,TV-MA,125,Action,5.9,"30,613",3
We Summon the Darkness,2019,R,91,Horror,5.2,"10,714",3
"Welcome to Demon-School, Iruma-kun",2019,TV-14,23,Animation,7.7,"1,593",3
A Cinderella Story: Christmas Wish,2019,PG,85,Comedy,5.2,"6,511",3
You Cannot Hide,2019,TV-MA,44,Action,6.4,"1,136",3
Love on the Spectrum,2019,TV-14,45,Documentary,8.6,"6,066",3
Dragons: Rescue Riders,2019,TV-Y,24,Animation,6,330,3
Let It Snow,2019,PG-13,92,Comedy,5.8,"22,032",3
The Dark Crystal: Age of Resistance,2019,TV-PG,60,Adventure,8.4,"24,798",3
Despite Everything,2019,TV-MA,78,Comedy,5.4,"5,074",3
Elisa & Marcela,2019,TV-MA,118,Biography,6.6,"4,981",3
Knights of the Zodiac: Saint Seiya,2019,TV-14,24,Animation,4.6,"1,896",3
Mr. Iglesias,2019,TV-14,26,Comedy,7.3,122,3
L.A.'s Finest,2019,TV-14,60,Action,6.1,"7,787",3
Seis Manos,2019,TV-MA,27,Animation,7.1,"1,644",3
Miracle in Cell No. 7,2019,TV-14,132,Drama,8.2,"48,567",3
The Umbrella Academy,2019,TV-14,48,Action,8.2,"3,869",3
What/If,2019,TV-14,55,Drama,6.3,"15,483",3
The Quintessential Quintuplets,2019,TV-PG,24,Animation,7.7,"4,864",3
The Confession Killer,2019,TV-14,240,Documentary,7.4,"9,222",3
Coroner,2019,TV-MA,60,Crime,6.7,"4,494",3
The Knight Before Christmas,2019,TV-PG,92,Adventure,5.5,"17,998",3
Tuca & Bertie,2019,TV-MA,26,Animation,7.3,"7,337",3
Klaus,2019,PG,96,Animation,8.1,"146,975",3
The Stranded,2019,TV-MA,46,Adventure,7.1,51,3
Trinkets,2019,TV-MA,30,Comedy,7,"11,257",3
A Second Chance: Rivals!,2019,PG,89,Drama,4.7,413,3
In the Tall Grass,2019,TV-MA,101,Horror,5.4,"56,339",3
Undercover,2019,TV-MA,50,Crime,7.8,"17,309",3
An Easy Girl,2019,TV-MA,92,Comedy,5.6,"5,226",3
The Devil Next Door,2019,TV-MA,44,Documentary,7.6,467,3
The Devil Next Door,2019,TV-MA,44,Documentary,7.6,423,3
The Spy,2019,TV-MA,53,Drama,7.9,"42,038",3
The Devil Next Door,2019,TV-MA,52,Documentary,7.5,407,3
Monsoon,2019,Not Rated,85,Drama,6,"2,102",3
A Christmas Prince: The Royal Baby,2019,TV-PG,84,Family,5.4,"6,844",3
Late Night,2019,R,102,Comedy,6.5,"37,701",3
The Devil Next Door,2019,TV-MA,45,Documentary,7.7,394,3
The Devil Next Door,2019,TV-MA,47,Documentary,7.7,385,3
Dr. Stone,2019,TV-14,24,Animation,8.1,"19,439",3
My Husband Won't Fit,2019,TV-MA,40,Drama,6.7,835,3
Romeo Akbar Walter,2019,Not Rated,141,Action,6.6,"5,862",3
Kidnapping Stella,2019,TV-MA,89,Crime,4.9,"6,120",3
Merry Happy Whatever,2019,TV-PG,26,Comedy,6.3,"4,710",3
Glow Up: Britain's Next Make-Up Star,2019,TV-14,60,Game-Show,6.9,"2,355",3
Child's Play,2019,R,90,Drama,5.7,"51,894",3
The Highwaymen,2019,R,132,Biography,6.9,"91,163",3
Capitani,2019,TV-MA,312,Crime,6.6,"5,386",3
Velvet Buzzsaw,2019,R,113,Horror,5.7,"61,331",3
Killerman,2019,R,112,Action,5.4,"10,666",3
The Unicorn,2019,TV-PG,22,Comedy,7.2,"4,268",3
IO,2019,TV-14,96,Adventure,4.7,"34,443",3
The Twelve,2019,TV-MA,50,Drama,7.4,"5,359",3
Living with Yourself,2019,TV-MA,26,Comedy,7.2,"31,253",3
Crial: UK,2019,TV-MA,43,Crime,7.6,"18,693",3
Kota Factory,2019,TV-14,45,Comedy,9.1,"71,138",3
7Seeds,2019,TV-MA,25,Animation,6.3,"1,459",3
Imperfect,2019,TV-PG,113,Comedy,7.8,"1,141",3
Twin Murders: The Silence of the White City,2019,TV-MA,110,Adventure,5.3,"5,416",3
The Courier,2019,R,99,Action,4.8,"11,368",3
Bard of Blood,2019,TV-MA,45,Action,6.8,"13,114",3
The Trial,2019,TV-MA,52,Crime,7.2,"3,271",3
Chambers,2019,TV-MA,60,Drama,6.4,"8,615",3
Turn Up Charlie,2019,TV-MA,30,Comedy,7,"7,511",3
In the Shadow of the Moon,2019,TV-MA,115,Action,6.2,"53,157",3
Another Life,2019,TV-MA,43,Adventure,5.2,"35,855",3
Prank Encounters,2019,TV-MA,24,Comedy,5.2,"2,813",3
Pets United,2019,TV-Y7,89,Animation,3.7,"2,803",3
Playing with Fire,2019,TV-MA,43,Drama,5.9,"1,018",3
The Society,2019,TV-MA,58,Drama,7.1,"29,809",3
Kono Oto Tomare!,2019,TV-14,23,Animation,7.9,918,3
Triple Frontier,2019,R,125,Action,6.4,"128,044",3
The Queen of Black Magic,2019,Not Rated,99,Drama,6.5,"2,411",3
John Mulaney & the Sack Lunch Bunch,2019,TV-PG,70,Comedy,7.4,"3,561",3
The Last Summer,2019,TV-14,109,Comedy,5.5,"13,313",3
The Movies That Made Us,2019,TV-PG,44,Documentary,7.6,"6,449",3
Badla,2019,Not Rated,118,Crime,7.8,"28,099",3
Astra Lost in Space,2019,TV-14,23,Animation,8,"1,417",3
The Hard Way,2019,Not Rated,92,Action,4.8,"3,328",3
"The d, Explained",2019,TV-14,20,Documentary,8,"5,404",3
The Politician,2019,TV-14,42,Comedy,7.5,"22,532",3
ZeroZeroZero,2019,TV-MA,60,Crime,8.2,"25,048",3
The Bonfire of Destiny,2019,TV-MA,48,Drama,7.6,"4,742",3
Gundala,2019,TV-14,123,Action,6.1,"5,049",3
Unnatural Selection,2019,TV-MA,68,Documentary,7.5,87,3
Unnatural Selection,2019,TV-MA,62,Documentary,7.3,87,3
Les de l'hoquei,2019,TV-MA,50,Drama,6.9,457,3
Unnatural Selection,2019,TV-MA,64,Documentary,7.2,94,3
How to Train Your Dragon: The Hidden World,2019,PG,104,Animation,7.4,"127,862",3
Kengan Ashura,2019,TV-MA,24,Animation,8,"5,027",3
Unnatural Selection,2019,TV-MA,70,Documentary,7.6,127,3
Beastars,2019,TV-MA,23,Animation,7.6,511,3
